22010,0.00,91.46,0.16,0,4,3.142857,34.4998,3.540954
22010,0.00,91.59,0.14,0,1,3.142857,34.4247,3.538774
22010,0.00,91.33,0.18,0,5,3.142857,34.5749,3.543128
22010,0.00,91.72,0.12,0,1,3.142857,34.3496,3.53659
22010,0.00,91.07,0.22,0,4,3.142857,34.7251,3.547463
22010,0.00,91.20,0.20,0,5,3.142857,34.65,3.545298
22010,0.00,90.94,0.24,0,2,3.142857,34.8002,3.549623
21060,0.00,71.86,19.33,0,3,1.571429,44.2213,3.789207
21060,0.00,70.98,20.09,0,1,1.571429,46.0929,3.830659
21060,0.00,71.64,19.52,0,2,1.571429,44.6892,3.799732
21060,0.00,70.76,20.28,0,0,1.571429,46.5608,3.840759
21060,0.00,71.42,19.71,0,1,1.571429,45.1571,3.810148
21060,0.00,71.20,19.90,0,1,1.571429,45.625,3.820456
21060,0.00,72.08,19.14,0,3,1.571429,43.7534,3.778569
32010,0.00,91.44,4.24,0,0,.5714286,40.8998,3.711125
32010,0.00,91.32,4.42,0,1,.5714286,40.2194,3.69435
32010,0.00,91.42,4.27,0,1,.5714286,40.7864,3.708349
32010,0.00,91.36,4.36,0,0,.5714286,40.4462,3.699973
32010,0.00,91.40,4.30,0,1,.5714286,40.673,3.705564
32010,0.00,91.34,4.39,0,0,.5714286,40.3328,3.697165
32010,0.00,91.38,4.33,0,1,.5714286,40.5596,3.702773
31010,0.00,96.24,1.26,0,1,1,41.0144,3.713923
31010,0.00,96.12,0.78,0,0,1,40.8872,3.710817
31010,0.00,96.20,1.10,0,2,1,40.972,3.712889
31010,0.00,96.16,0.94,0,2,1,40.9296,3.711854
31010,0.00,96.22,1.18,0,1,1,40.9932,3.713406
31010,0.00,96.18,1.02,0,1,1,40.9508,3.712371
31010,0.00,96.14,0.86,0,0,1,40.9084,3.711335
31020,0.00,90.04,2.90,0,3,.5714286,47.8359,3.867776
31020,0.00,89.84,3.90,0,0,.5714286,46.5664,3.840879
31020,0.00,89.96,3.30,0,0,.5714286,47.3281,3.857104
31020,0.00,90.00,3.10,0,1,.5714286,47.582,3.862455
31020,0.00,89.88,3.70,0,0,.5714286,46.8203,3.846317
31020,0.00,89.92,3.50,0,0,.5714286,47.0742,3.851725
31020,0.00,90.08,2.70,0,0,.5714286,48.0898,3.87307
31030,0.00,93.02,2.76,0,0,1.6,44.8082,3.802391
31030,0.00,92.78,2.64,0,4,1.6,47.0098,3.850356
31030,0.00,92.90,2.70,0,4,1.6,45.909,3.826661
31030,0.00,93.08,2.79,0,0,1.6,44.2578,3.790032
