22010,0.00,-0.33,-3.44,0,2.581849,3.142857,34.4998,-.3443893
22010,0.00,-0.20,-3.46,0,-.418151,3.142857,34.4247,-.3465685
22010,0.00,-0.46,-3.42,0,3.581849,3.142857,34.5749,-.342215
22010,0.00,-0.07,-3.48,0,-.418151,3.142857,34.3496,-.3487526
22010,0.00,-0.72,-3.38,0,2.581849,3.142857,34.7251,-.3378803
22010,0.00,-0.59,-3.40,0,3.581849,3.142857,34.65,-.3400451
22010,0.00,-0.85,-3.36,0,.581849,3.142857,34.8002,-.3357197
21060,0.00,-19.93,15.73,0,1.581849,1.571429,44.2213,-.0961365
21060,0.00,-20.81,16.49,0,-.418151,1.571429,46.0929,-.0546841
21060,0.00,-20.15,15.92,0,.581849,1.571429,44.6892,-.085611
21060,0.00,-21.03,16.68,0,-1.418151,1.571429,46.5608,-.044584
21060,0.00,-20.37,16.11,0,-.418151,1.571429,45.1571,-.0751955
21060,0.00,-20.59,16.30,0,-.418151,1.571429,45.625,-.0648872
21060,0.00,-19.71,15.54,0,1.581849,1.571429,43.7534,-.1067738
32010,0.00,-0.35,0.64,0,-1.418151,.5714286,40.8998,-.1742179
32010,0.00,-0.47,0.82,0,-.418151,.5714286,40.2194,-.1909935
32010,0.00,-0.37,0.67,0,-.418151,.5714286,40.7864,-.1769942
32010,0.00,-0.43,0.76,0,-1.418151,.5714286,40.4462,-.1853704
32010,0.00,-0.39,0.70,0,-.418151,.5714286,40.673,-.1797785
32010,0.00,-0.45,0.79,0,-1.418151,.5714286,40.3328,-.188178
32010,0.00,-0.41,0.73,0,-.418151,.5714286,40.5596,-.1825704
31010,0.00,4.45,-2.34,0,-.418151,1,41.0144,-.1714198
31010,0.00,4.33,-2.82,0,-1.418151,1,40.8872,-.1745259
31010,0.00,4.41,-2.50,0,.581849,1,40.972,-.172454
31010,0.00,4.37,-2.66,0,.581849,1,40.9296,-.1734895
31010,0.00,4.43,-2.42,0,-.418151,1,40.9932,-.1719369
31010,0.00,4.39,-2.58,0,-.418151,1,40.9508,-.1729717
31010,0.00,4.35,-2.74,0,-1.418151,1,40.9084,-.1740076
31020,0.00,-1.75,-0.70,0,1.581849,.5714286,47.8359,-.0175666
31020,0.00,-1.95,0.30,0,-1.418151,.5714286,46.5664,-.0444638
31020,0.00,-1.83,-0.30,0,-1.418151,.5714286,47.3281,-.0282387
31020,0.00,-1.79,-0.50,0,-.418151,.5714286,47.582,-.0228883
31020,0.00,-1.91,0.10,0,-1.418151,.5714286,46.8203,-.0390262
31020,0.00,-1.87,-0.10,0,-1.418151,.5714286,47.0742,-.0336179
31020,0.00,-1.71,-0.90,0,-1.418151,.5714286,48.0898,-.0122728
31030,0.00,1.23,-0.84,0,-1.418151,1.6,44.8082,-.0829517
31030,0.00,0.99,-0.96,0,2.581849,1.6,47.0098,-.0349869
31030,0.00,1.11,-0.90,0,2.581849,1.6,45.909,-.0586819
31030,0.00,1.29,-0.81,0,-1.418151,1.6,44.2578,-.0953113
31030,0.00,1.05,-0.93,0,.181849,1.6,46.4594,-.0467643
31030,0.00,1.17,-0.87,0,.181849,1.6,45.3586,-.0707432
31030,0.00,1.35,-0.78,0,-1.418151,1.6,43.7074,-.1078254
31040,0.00,-20.04,-1.98,0,-.418151,1,42.1725,-.1435746
31040,0.00,-16.29,-2.08,0,-1.418151,1,42.42,-.1377229
31040,0.00,-17.79,-2.04,0,.581849,1,42.321,-.1400596
31040,0.00,-19.29,-2.00,0,-.418151,1,42.222,-.1424016
31040,0.00,-20.79,-1.96,0,-1.418151,1,42.123,-.1447491
31040,0.00,-17.04,-2.06,0,-.418151,1,42.3705,-.1388907
31040,0.00,-18.54,-2.02,0,.581849,1,42.2715,-.1412298
31050,0.00,5.19,-3.20,0,.581849,1.571429,67.8721,.3322822
31050,0.00,5.17,-3.20,0,.581849,1.571429,68.5472,.3421794
31050,0.00,5.27,-3.20,0,-.418151,1.571429,65.1717,.2916823
31050,0.00,5.21,-3.20,0,.581849,1.571429,67.197,.3222857
31050,0.00,5.25,-3.20,0,-.418151,1.571429,65.8468,.3019877
31050,0.00,5.23,-3.20,0,-.418151,1.571429,66.5219,.3121882
31050,0.00,5.29,-3.20,0,.581849,1.571429,64.4966,.2812696
